Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
2000000,1,1,1,2000,144,1,37,1,51.6682,155.0046,25.8341,103.3364,155.0046,387.5115
,2,0.9,0.04,1800,,,37,2,50.3234,150.9702,25.1617,100.6468,150.9702,377.4255
,3,0.55,0.024,1100,,,37,3,50.2496,150.7488,25.1248,100.4992,150.7488,376.872
,4,0.2,0.003,400,,,37,4,50.0938,150.2814,25.0469,100.1876,150.2814,375.7035
,,,,,,,37,5,50.5366,151.6098,25.2683,101.0732,151.6098,379.0245
,,,,,,,37,6,52.275,156.825,26.1375,104.55,156.825,392.0625
,,,,,,,37,7,55.883,167.649,27.9415,111.766,167.649,419.1225
,,,,,,,37,8,59.5894,178.7682,29.7947,119.1788,178.7682,446.9205
,,,,,,,37,9,60.3192,180.9576,30.1596,120.6384,180.9576,452.394
,,,,,,,37,10,58.0478,174.1434,29.0239,116.0956,174.1434,435.3585
,,,,,,,37,11,56.5636,169.6908,28.2818,113.1272,169.6908,424.227
,,,,,,,37,12,56.1126,168.3378,28.0563,112.2252,168.3378,420.8445
,,,,,,,37,13,55.309,165.927,27.6545,110.618,165.927,414.8175
,,,,,,,37,14,54.817,164.451,27.4085,109.634,164.451,411.1275
,,,,,,,37,15,54.858,164.574,27.429,109.716,164.574,411.435
,,,,,,,37,16,56.3176,168.9528,28.1588,112.6352,168.9528,422.382
,,,,,,,37,17,58.794,176.382,29.397,117.588,176.382,440.955
,,,,,,,37,18,62.73,188.19,31.365,125.46,188.19,470.475
,,,,,,,37,19,63.509,190.527,31.7545,127.018,190.527,476.3175
,,,,,,,37,20,61.459,184.377,30.7295,122.918,184.377,460.9425
,,,,,,,37,21,60.1224,180.3672,30.0612,120.2448,180.3672,450.918
,,,,,,,37,22,57.6624,172.9872,28.8312,115.3248,172.9872,432.468
,,,,,,,37,23,54.2758,162.8274,27.1379,108.5516,162.8274,407.0685
,,,,,,,37,24,51.4058,154.2174,25.7029,102.8116,154.2174,385.5435
,,,,,,,54,25,45.6248,136.8744,22.8124,91.2496,136.8744,342.186
,,,,,,,54,26,44.485,133.455,22.2425,88.97,133.455,333.6375
,,,,,,,54,27,44.239,132.717,22.1195,88.478,132.717,331.7925
,,,,,,,54,28,44.403,133.209,22.2015,88.806,133.209,333.0225
,,,,,,,54,29,45.6904,137.0712,22.8452,91.3808,137.0712,342.678
,,,,,,,54,30,47.8798,143.6394,23.9399,95.7596,143.6394,359.0985
,,,,,,,54,31,51.5534,154.6602,25.7767,103.1068,154.6602,386.6505
,,,,,,,54,32,55.9158,167.7474,27.9579,111.8316,167.7474,419.3685
,,,,,,,54,33,58.056,174.168,29.028,116.112,174.168,435.42
,,,,,,,54,34,57.7034,173.1102,28.8517,115.4068,173.1102,432.7755
,,,,,,,54,35,57.113,171.339,28.5565,114.226,171.339,428.3475
,,,,,,,54,36,57.1868,171.5604,28.5934,114.3736,171.5604,428.901
,,,,,,,54,37,57.7198,173.1594,28.8599,115.4396,173.1594,432.8985
,,,,,,,54,38,57.1212,171.3636,28.5606,114.2424,171.3636,428.409
,,,,,,,54,39,56.4488,169.3464,28.2244,112.8976,169.3464,423.366
,,,,,,,54,40,56.949,170.847,28.4745,113.898,170.847,427.1175
,,,,,,,54,41,59.6796,179.0388,29.8398,119.3592,179.0388,447.597
,,,,,,,54,42,63.5828,190.7484,31.7914,127.1656,190.7484,476.871
,,,,,,,54,43,65.8132,197.4396,32.9066,131.6264,197.4396,493.599
,,,,,,,54,44,65.4278,196.2834,32.7139,130.8556,196.2834,490.7085
,,,,,,,54,45,63.8944,191.6832,31.9472,127.7888,191.6832,479.208
,,,,,,,54,46,61.5164,184.5492,30.7582,123.0328,184.5492,461.373
,,,,,,,54,47,58.7858,176.3574,29.3929,117.5716,176.3574,440.8935
,,,,,,,54,48,55.8256,167.4768,27.9128,111.6512,167.4768,418.692
,,,,,,,86,49,42.3202,126.9606,21.1601,84.6404,126.9606,317.4015
,,,,,,,86,50,41.5412,124.6236,20.7706,83.0824,124.6236,311.559
,,,,,,,86,51,41.369,124.107,20.6845,82.738,124.107,310.2675
,,,,,,,86,52,41.5494,124.6482,20.7747,83.0988,124.6482,311.6205
,,,,,,,86,53,43.0582,129.1746,21.5291,86.1164,129.1746,322.9365
,,,,,,,86,54,45.7888,137.3664,22.8944,91.5776,137.3664,343.416
,,,,,,,86,55,48.5276,145.5828,24.2638,97.0552,145.5828,363.957
,,,,,,,86,56,50.6432,151.9296,25.3216,101.2864,151.9296,379.824
,,,,,,,86,57,51.3812,154.1436,25.6906,102.7624,154.1436,385.359
,,,,,,,86,58,51.0368,153.1104,25.5184,102.0736,153.1104,382.776
,,,,,,,86,59,51.0532,153.1596,25.5266,102.1064,153.1596,382.899
,,,,,,,86,60,50.9302,152.7906,25.4651,101.8604,152.7906,381.9765
,,,,,,,86,61,50.2414,150.7242,25.1207,100.4828,150.7242,376.8105
,,,,,,,86,62,49.3148,147.9444,24.6574,98.6296,147.9444,369.861
,,,,,,,86,63,49.323,147.969,24.6615,98.646,147.969,369.9225
,,,,,,,86,64,50.143,150.429,25.0715,100.286,150.429,376.0725
,,,,,,,86,65,51.3976,154.1928,25.6988,102.7952,154.1928,385.482
,,,,,,,86,66,51.7502,155.2506,25.8751,103.5004,155.2506,388.1265
,,,,,,,86,67,52.3078,156.9234,26.1539,104.6156,156.9234,392.3085
,,,,,,,86,68,53.3164,159.9492,26.6582,106.6328,159.9492,399.873
,,,,,,,86,69,52.2996,156.8988,26.1498,104.5992,156.8988,392.247
,,,,,,,86,70,49.446,148.338,24.723,98.892,148.338,370.845
,,,,,,,86,71,46.3956,139.1868,23.1978,92.7912,139.1868,347.967
,,,,,,,86,72,44.0504,132.1512,22.0252,88.1008,132.1512,330.378
,,,,,,,60,73,55.7928,167.3784,27.8964,111.5856,167.3784,418.446
,,,,,,,60,74,53.3574,160.0722,26.6787,106.7148,160.0722,400.1805
,,,,,,,60,75,51.6272,154.8816,25.8136,103.2544,154.8816,387.204
,,,,,,,60,76,50.881,152.643,25.4405,101.762,152.643,381.6075
,,,,,,,60,77,52.3734,157.1202,26.1867,104.7468,157.1202,392.8005
,,,,,,,60,78,53.546,160.638,26.773,107.092,160.638,401.595
,,,,,,,60,79,58.179,174.537,29.0895,116.358,174.537,436.3425
,,,,,,,60,80,63.468,190.404,31.734,126.936,190.404,476.01
,,,,,,,60,81,67.8468,203.5404,33.9234,135.6936,203.5404,508.851
,,,,,,,60,82,71.6188,214.8564,35.8094,143.2376,214.8564,537.141
,,,,,,,60,83,73.9066,221.7198,36.9533,147.8132,221.7198,554.2995
,,,,,,,60,84,76.301,228.903,38.1505,152.602,228.903,572.2575
,,,,,,,60,85,77.2112,231.6336,38.6056,154.4224,231.6336,579.084
,,,,,,,60,86,78.1706,234.5118,39.0853,156.3412,234.5118,586.2795
,,,,,,,60,87,78.9988,236.9964,39.4994,157.9976,236.9964,592.491
,,,,,,,60,88,80.5978,241.7934,40.2989,161.1956,241.7934,604.4835
,,,,,,,60,89,82,246,41,164,246,615
,,,,,,,60,90,80.77,242.31,40.385,161.54,242.31,605.775
,,,,,,,60,91,79.827,239.481,39.9135,159.654,239.481,598.7025
,,,,,,,60,92,80.5404,241.6212,40.2702,161.0808,241.6212,604.053
,,,,,,,60,93,78.0148,234.0444,39.0074,156.0296,234.0444,585.111
,,,,,,,60,94,72.4962,217.4886,36.2481,144.9924,217.4886,543.7215
,,,,,,,60,95,66.9612,200.8836,33.4806,133.9224,200.8836,502.209
,,,,,,,60,96,62.197,186.591,31.0985,124.394,186.591,466.4775
,,,,,,,62,97,42.7876,128.3628,21.3938,85.5752,128.3628,320.907
,,,,,,,62,98,41.2542,123.7626,20.6271,82.5084,123.7626,309.4065
,,,,,,,62,99,41.4182,124.2546,20.7091,82.8364,124.2546,310.6365
,,,,,,,62,100,41.4756,124.4268,20.7378,82.9512,124.4268,311.067
,,,,,,,62,101,41.6806,125.0418,20.8403,83.3612,125.0418,312.6045
,,,,,,,62,102,43.091,129.273,21.5455,86.182,129.273,323.1825
,,,,,,,62,103,45.4854,136.4562,22.7427,90.9708,136.4562,341.1405
,,,,,,,62,104,47.5764,142.7292,23.7882,95.1528,142.7292,356.823
,,,,,,,62,105,49.7166,149.1498,24.8583,99.4332,149.1498,372.8745
,,,,,,,62,106,51.5534,154.6602,25.7767,103.1068,154.6602,386.6505
,,,,,,,62,107,52.4062,157.2186,26.2031,104.8124,157.2186,393.0465
,,,,,,,62,108,52.3898,157.1694,26.1949,104.7796,157.1694,392.9235
,,,,,,,62,109,52.2504,156.7512,26.1252,104.5008,156.7512,391.878
,,,,,,,62,110,52.2832,156.8496,26.1416,104.5664,156.8496,392.124
,,,,,,,62,111,52.6522,157.9566,26.3261,105.3044,157.9566,394.8915
,,,,,,,62,112,53.5706,160.7118,26.7853,107.1412,160.7118,401.7795
,,,,,,,62,113,54.776,164.328,27.388,109.552,164.328,410.82
,,,,,,,62,114,54.1528,162.4584,27.0764,108.3056,162.4584,406.146
,,,,,,,62,115,53.8822,161.6466,26.9411,107.7644,161.6466,404.1165
,,,,,,,62,116,52.1848,156.5544,26.0924,104.3696,156.5544,391.386
,,,,,,,62,117,50.471,151.413,25.2355,100.942,151.413,378.5325
,,,,,,,62,118,48.3472,145.0416,24.1736,96.6944,145.0416,362.604
,,,,,,,62,119,45.2312,135.6936,22.6156,90.4624,135.6936,339.234
,,,,,,,62,120,42.8204,128.4612,21.4102,85.6408,128.4612,321.153
,,,,,,,66,121,46.6744,140.0232,23.3372,93.3488,140.0232,350.058
,,,,,,,66,122,46.1168,138.3504,23.0584,92.2336,138.3504,345.876
,,,,,,,66,123,45.9528,137.8584,22.9764,91.9056,137.8584,344.646
,,,,,,,66,124,46.4202,139.2606,23.2101,92.8404,139.2606,348.1515
,,,,,,,66,125,48.2898,144.8694,24.1449,96.5796,144.8694,362.1735
,,,,,,,66,126,52.2504,156.7512,26.1252,104.5008,156.7512,391.878
,,,,,,,66,127,57.3344,172.0032,28.6672,114.6688,172.0032,430.008
,,,,,,,66,128,57.9822,173.9466,28.9911,115.9644,173.9466,434.8665
,,,,,,,66,129,57.2278,171.6834,28.6139,114.4556,171.6834,429.2085
,,,,,,,66,130,56.0224,168.0672,28.0112,112.0448,168.0672,420.168
,,,,,,,66,131,54.448,163.344,27.224,108.896,163.344,408.36
,,,,,,,66,132,53.874,161.622,26.937,107.748,161.622,404.055
,,,,,,,66,133,54.9482,164.8446,27.4741,109.8964,164.8446,412.1115
,,,,,,,66,134,54.489,163.467,27.2445,108.978,163.467,408.6675
,,,,,,,66,135,55.35,166.05,27.675,110.7,166.05,415.125
,,,,,,,66,136,57.2606,171.7818,28.6303,114.5212,171.7818,429.4545
,,,,,,,66,137,59.4008,178.2024,29.7004,118.8016,178.2024,445.506
,,,,,,,66,138,60.2126,180.6378,30.1063,120.4252,180.6378,451.5945
,,,,,,,66,139,59.8436,179.5308,29.9218,119.6872,179.5308,448.827
,,,,,,,66,140,58.4906,175.4718,29.2453,116.9812,175.4718,438.6795
,,,,,,,66,141,56.5226,169.5678,28.2613,113.0452,169.5678,423.9195
,,,,,,,66,142,53.6608,160.9824,26.8304,107.3216,160.9824,402.456
,,,,,,,66,143,50.2414,150.7242,25.1207,100.4828,150.7242,376.8105
,,,,,,,66,144,47.847,143.541,23.9235,95.694,143.541,358.8525
